Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-10-15 00:00:00-04:00,76.69602546749853,78.03181374739641,76.52868444146476,77.24076843261719,31210000,0.0,0.0
2020-10-16 00:00:00-04:00,77.55659111297165,78.3451511286696,77.34952316792459,77.84808349609375,34194000,0.0,0.0
2020-10-19 00:00:00-04:00,78.25675108360606,78.65401262927215,75.6244093541497,75.97349548339844,29734000,0.0,0.0
2020-10-20 00:00:00-04:00,75.63384710979612,78.1529714473702,75.50424022967013,77.02276611328125,41670000,0.0,0.0
2020-10-21 00:00:00-04:00,77.95483057781071,80.20382232049026,77.82026068582488,78.75630187988281,60322000,0.0,0.0
2020-10-22 00:00:00-04:00,78.70714832278779,80.11841230278098,78.33372441699296,79.78273010253906,30512000,0.0,0.0
2020-10-23 00:00:00-04:00,80.19936290074068,81.14633045232473,80.04343304769533,81.0897216796875,30548000,0.0,0.0
2020-10-26 00:00:00-04:00,80.19687961430068,80.92088242116448,77.85205190328901,78.6718978881836,35826000,0.0,0.0
2020-10-27 00:00:00-04:00,78.90230306606628,79.5513224818934,78.30939232777347,79.39639282226562,25902000,0.0,0.0
2020-10-28 00:00:00-04:00,76.96964134164946,77.15833472903837,74.90736499185117,75.02256774902344,45174000,0.0,0.0
2020-10-29 00:00:00-04:00,75.33143128379692,78.8928663291568,75.30809370967367,77.31078338623047,55406000,0.0,0.0
2020-10-30 00:00:00-04:00,82.80090867371322,83.49015505977545,79.52996615344526,80.25198364257812,99878000,0.0,0.0
2020-11-02 00:00:00-05:00,80.6209489181996,82.34406497588512,80.1591301740816,80.65968322753906,44228000,0.0,0.0
2020-11-03 00:00:00-05:00,80.9794835557131,82.38180661638104,80.05336826018032,81.71937561035156,31432000,0.0,0.0
2020-11-04 00:00:00-05:00,84.69486039848417,87.8952907499738,84.56674619709445,86.69457244873047,71342000,0.0,0.0
2020-11-05 00:00:00-05:00,87.91612327650903,88.97730839528302,86.4551989047055,87.52134704589844,39758000,0.0,0.0
2020-11-06 00:00:00-05:00,86.96717561402848,87.8193000919502,86.23919489785555,87.38380432128906,28622000,0.0,0.0
2020-11-09 00:00:00-05:00,89.18388779864829,90.22222032962502,87.27554876417429,87.46772003173828,53440000,0.0,0.0
2020-11-10 00:00:00-05:00,85.89607149256915,87.36642960090843,85.2182437695995,86.29084777832031,43022000,0.0,0.0
2020-11-11 00:00:00-05:00,86.82118593096598,87.54121828786089,86.55601653319594,86.76309204101562,31838000,0.0,0.0
2020-11-12 00:00:00-05:00,86.5033783796767,87.64450998714952,86.30325868083496,86.54409790039062,26474000,0.0,0.0
2020-11-13 00:00:00-05:00,86.80133091890704,88.24785142887573,86.20444969646104,88.00601959228516,29744000,0.0,0.0
2020-11-16 00:00:00-05:00,87.60279824360163,89.10245712996237,87.46325773434673,88.09391021728516,25468000,0.0,0.0
2020-11-17 00:00:00-05:00,87.78751124071985,88.24833735543017,87.37188272826951,87.4796371459961,21314000,0.0,0.0
2020-11-18 00:00:00-05:00,87.23036759862198,87.64550364770136,86.33305301374617,86.43584442138672,20108000,0.0,0.0
2020-11-19 00:00:00-05:00,86.06788281961194,87.57051951755538,85.90848264103154,87.32620239257812,20106000,0.0,0.0
2020-11-20 00:00:00-05:00,87.49652779946634,87.81235033915841,86.15577659553901,86.22430419921875,27694000,0.0,0.0
2020-11-23 00:00:00-05:00,86.41499850151588,86.7015202893933,84.92328790810002,85.78633117675781,22530000,0.0,0.0
2020-11-24 00:00:00-05:00,85.78334829165836,87.71899554089296,85.44716597999957,87.59088134765625,27984000,0.0,0.0
2020-11-25 00:00:00-05:00,87.78504789071293,87.91266199664649,86.81920565967509,87.60230255126953,19600000,0.0,0.0
2020-11-27 00:00:00-05:00,87.62265891076838,89.23504284568759,87.62265891076838,88.73896026611328,14790000,0.0,0.0
2020-11-30 00:00:00-05:00,88.17435503755391,88.40724583978081,86.7933768344479,87.11913299560547,32418000,0.0,0.0
2020-12-01 00:00:00-05:00,87.72793104126895,90.46207172577871,87.5476710184764,89.1530990600586,37350000,0.0,0.0
2020-12-02 00:00:00-05:00,89.15310078662704,91.00930169788307,88.64709217732732,90.62345886230469,29424000,0.0,0.0
2020-12-03 00:00:00-05:00,90.40347565496144,91.55999635366734,90.2276861454191,90.46803283691406,24728000,0.0,0.0
2020-12-04 00:00:00-05:00,90.38759548256864,90.8484140892729,90.05836139867917,90.56338500976562,20544000,0.0,0.0
2020-12-07 00:00:00-05:00,90.15568118177275,90.83797937404678,89.53446984443129,90.22917938232422,22288000,0.0,0.0
2020-12-08 00:00:00-05:00,89.80660353736675,90.17654956657847,88.95050853973332,89.94613647460938,19936000,0.0,0.0
2020-12-09 00:00:00-05:00,89.8979570205451,90.79229370200468,87.49652084591008,88.28408813476562,31728000,0.0,0.0
2020-12-10 00:00:00-05:00,87.5263191448489,88.14157486879887,86.08277656751567,87.77709197998047,28688000,0.0,0.0
2020-12-11 00:00:00-05:00,87.39721969862602,88.25679261155929,87.03670719785953,88.13214874267578,18628000,0.0,0.0
2020-12-14 00:00:00-05:00,87.92954487062023,88.87700490171588,86.85743340263497,87.01286315917969,33050000,0.0,0.0
2020-12-15 00:00:00-05:00,87.3902646693358,87.59584749491349,86.48700198857918,87.45085144042969,21352000,0.0,0.0
2020-12-16 00:00:00-05:00,87.84958566273735,87.84958566273735,86.85395784860822,87.2576675415039,24676000,0.0,0.0
2020-12-17 00:00:00-05:00,87.59237404777944,87.73042186459409,85.96460093493897,86.42938995361328,34880000,0.0,0.0
2020-12-18 00:00:00-05:00,86.71045239928884,86.81919943152793,85.16262570212646,85.71977996826172,85256000,0.0,0.0
2020-12-21 00:00:00-05:00,84.87113629069282,86.25509235125325,84.11981793066384,86.13392639160156,33974000,0.0,0.0
2020-12-22 00:00:00-05:00,85.87421449147438,86.03709256654695,84.70478234258736,85.42183685302734,20370000,0.0,0.0
2020-12-23 00:00:00-05:00,85.60607168641371,86.60815530253585,85.47050159575537,85.81959533691406,22974000,0.0,0.0
2020-12-24 00:00:00-05:00,85.85783111525326,86.52374001663743,85.62692551399726,86.11406707763672,9312000,0.0,0.0
2020-12-28 00:00:00-05:00,86.64787370341108,88.73795785846364,86.49443674465653,88.09042358398438,27650000,0.0,0.0
2020-12-29 00:00:00-05:00,88.7493978086226,88.81096960706013,87.1543957516824,87.2859878540039,19726000,0.0,0.0
2020-12-30 00:00:00-05:00,87.6455031107277,87.78255832007542,85.80817679890423,86.21784973144531,21026000,0.0,0.0
2020-12-31 00:00:00-05:00,86.2685011129459,87.27307001104465,86.20989955570158,87.03173828125,21070000,0.0,0.0
2021-01-04 00:00:00-05:00,87.39721327969764,87.52085695769506,84.77231967368576,85.71531677246094,37324000,0.0,0.0
2021-01-05 00:00:00-05:00,85.66367014998892,86.74322235263449,85.25697504611246,86.40654754638672,20360000,0.0,0.0
2021-01-06 00:00:00-05:00,84.43068253258387,86.60121349106612,84.22410709911334,85.5539321899414,46588000,0.0,0.0
2021-01-07 00:00:00-05:00,85.74659668999963,88.28211046401697,85.74659668999963,88.10930633544922,41936000,0.0,0.0
2021-01-08 00:00:00-05:00,88.24934305652008,89.35174039577915,87.45779767164348,89.27576446533203,35484000,0.0,0.0
2021-01-11 00:00:00-05:00,88.24238905095635,88.6078721545809,87.00691446828208,87.2129898071289,34796000,0.0,0.0
2021-01-12 00:00:00-05:00,86.67022716182484,87.78950631707407,85.23115504466647,86.27644348144531,29528000,0.0,0.0
2021-01-13 00:00:00-05:00,85.77440403010542,87.21795421271686,85.77440403010542,86.76408386230469,23432000,0.0,0.0
2021-01-14 00:00:00-05:00,86.84451442090425,87.7721222794628,85.7123239531653,85.95316314697266,29212000,0.0,0.0
2021-01-15 00:00:00-05:00,85.85881921797849,86.78244915170757,84.9992539543371,85.78929901123047,31444000,0.0,0.0
2021-01-19 00:00:00-05:00,86.5530367998629,89.5741993642567,86.04802079890773,88.61233520507812,41660000,0.0,0.0
2021-01-20 00:00:00-05:00,90.69297541443379,94.33535679156603,90.3523301990079,93.35958862304688,64152000,0.0,0.0
2021-01-21 00:00:00-05:00,94.03393956655104,95.94227110893598,93.32681109981424,93.56218719482422,58634000,0.0,0.0
2021-01-22 00:00:00-05:00,93.9251814346911,94.56725260357804,93.18230407695297,93.97980499267578,32744000,0.0,0.0
2021-01-25 00:00:00-05:00,94.98189773441027,95.43279024667792,92.32124775133792,94.06521606445312,50586000,0.0,0.0
2021-01-26 00:00:00-05:00,93.65355545034815,95.13136173836658,93.16393621934257,94.74403381347656,31462000,0.0,0.0
2021-01-27 00:00:00-05:00,93.10335885414129,93.37945448291312,89.24844618847803,90.32402801513672,82512000,0.0,0.0
2021-01-28 00:00:00-05:00,90.92290930721236,93.75288594103539,90.92290930721236,92.02530670166016,55278000,0.0,0.0
2021-01-29 00:00:00-05:00,91.07286091482506,91.74423292058923,89.4609846616316,90.74214172363281,44530000,0.0,0.0
2021-02-01 00:00:00-05:00,91.59775007789322,95.12095116814389,91.59775007789322,94.0051498413086,40252000,0.0,0.0
2021-02-02 00:00:00-05:00,95.00126570965045,96.80085020179051,94.66557593964733,95.29871368408203,66332000,0.0,0.0
2021-02-03 00:00:00-05:00,102.57305055467793,104.60950398983356,99.9878761837272,102.23885345458984,97882000,0.0,0.0
2021-02-04 00:00:00-05:00,102.32525035691263,102.7562756387138,101.05798980789827,101.9781494140625,48596000,0.0,0.0
2021-02-05 00:00:00-05:00,102.27261325937808,104.0791536293732,101.79789063853698,103.72608947753906,29866000,0.0,0.0
2021-02-08 00:00:00-05:00,104.28076232458417,105.02562491261692,102.46081806842983,103.5120620727539,28828000,0.0,0.0
2021-02-09 00:00:00-05:00,103.02939215435124,104.2067727221709,102.79103824523523,103.0586929321289,21892000,0.0,0.0
2021-02-10 00:00:00-05:00,103.44354198838178,104.22515373346634,101.90912676405608,103.6093978881836,25102000,0.0,0.0
